geometry,code,obec,počet obyv.
"{""type"":""Polygon"",""coordinates"":[[[16.080098,49.072132],[16.07399,49.066007],[16.054597,49.068762],[16.049242,49.060832],[16.05474,49.05367],[16.047155,49.049738],[16.048129,49.040418],[16.03686,49.046055],[16.025235,49.057043],[16.014103,49.061468],[16.021103,49.072205],[16.033156,49.071291],[16.033587,49.06739],[16.052739,49.0722],[16.080098,49.072132]]]}",591068,Litovany,127
"{""type"":""Polygon"",""coordinates"":[[[17.083224,49.65715],[17.075307,49.667047],[17.077384,49.677384],[17.047441,49.68882],[17.02164,49.6814],[17.035248,49.678884],[17.057483,49.678872],[17.075144,49.666849],[17.063471,49.668982],[17.035021,49.667134],[17.010755,49.668366],[17.000244,49.672124],[16.992998,49.663653],[16.964322,49.668033],[16.96194,49.669244],[16.972256,49.673992],[16.987975,49.687002],[17.011195,49.688953],[17.012606,49.692107],[17.030916,49.696438],[17.042291,49.693072],[17.044517,49.701862],[17.053969,49.702976],[17.047494,49.710441],[17.049212,49.718997],[17.053624,49.724166],[17.073955,49.716995],[17.087671,49.708644],[17.096872,49.711852],[17.100823,49.719889],[17.109406,49.725686],[17.125646,49.717876],[17.127884,49.70871],[17.116902,49.70399],[17.123897,49.69793],[17.143681,49.693081],[17.131694,49.68655],[17.130355,49.679483],[17.128839,49.667445],[17.121789,49.670002],[17.110052,49.658847],[17.095738,49.64998],[17.083224,49.65715]]]}",503444,Litovel,9 738
"{""type"":""Polygon"",""coordinates"":[[[17.70532,49.882939],[17.710803,49.887679],[17.70994,49.895336],[17.732245,49.90568],[17.739891,49.913652],[17.747227,49.910634],[17.757474,49.91986],[17.757735,49.910237],[17.769639,49.910575],[17.764015,49.896261],[17.749704,49.884933],[17.734793,49.881071],[17.726983,49.885631],[17.722113,49.876933],[17.70532,49.882939]]]}",507920,Litultovice,910
"{""type"":""Polygon"",""coordinates"":[[[13.639813,50.574477],[13.653104,50.560786],[13.649864,50.55635],[13.634201,50.551443],[13.618297,50.542671],[13.609612,50.546904],[13.60825,50.551149],[13.590616,50.560101],[13.576094,50.579552],[13.564889,50.579173],[13.551151,50.583553],[13.536494,50.592972],[13.523924,50.60289],[13.513269,50.6065],[13.534446,50.6188],[13.560361,50.615816],[13.57397,50.612044],[13.586154,50.623651],[13.589325,50.611617],[13.60016,50.602337],[13.60904,50.609129],[13.629604,50.615369],[13.641892,50.611498],[13.641498,50.600304],[13.629376,50.597129],[13.632184,50.577705],[13.639813,50.574477]]]}",567256,Litvínov,23 661
"{""type"":""Polygon"",""coordinates"":[[[14.463135,48.949433],[14.449536,48.954735],[14.433969,48.953684],[14.432318,48.957112],[14.418192,48.955436],[14.4179,48.955403],[14.416171,48.955429],[14.408569,48.960943],[14.411775,48.971058],[14.429716,48.972922],[14.438946,48.965305],[14.450849,48.968227],[14.462352,48.962953],[14.456762,48.958757],[14.465916,48.95277],[14.463135,48.949433]]]}",544795,Litvínovice,2 553
"{""type"":""Polygon"",""coordinates"":[[[13.950161,50.44647],[13.958872,50.451818],[13.966839,50.451049],[13.969391,50.457169],[13.9821,50.453338],[13.989407,50.446917],[13.982064,50.439385],[13.970278,50.435112],[13.968386,50.429394],[13.957543,50.431227],[13.958467,50.435496],[13.950161,50.44647]]]}",546691,Lkáň,203
"{""type"":""Polygon"",""coordinates"":[[[13.802659,49.477325],[13.797233,49.472678],[13.813301,49.469157],[13.802507,49.459056],[13.809813,49.455691],[13.804414,49.446727],[13.794734,49.444947],[13.799823,49.437711],[13.792066,49.43585],[13.790559,49.435296],[13.782924,49.435559],[13.766972,49.450552],[13.76179,49.463335],[13.76889,49.47462],[13.783412,49.484759],[13.802659,49.477325]]]}",551350,Lnáře,703
"{""type"":""Polygon"",""coordinates"":[[[14.644328,50.458875],[14.648143,50.454818],[14.6584,50.463087],[14.656307,50.470089],[14.667953,50.469356],[14.680898,50.461695],[14.685395,50.455509],[14.678838,50.449977],[14.677858,50.454218],[14.652021,50.451194],[14.644328,50.458875]]]}",531677,Lobeč,149
"{""type"":""Polygon"",""coordinates"":[[[14.321762,51.004225],[14.303521,51.004451],[14.28208,51.015666],[14.277794,51.019003],[14.286186,51.026752],[14.285419,51.032294],[14.273983,51.039875],[14.286623,51.038626],[14.302222,51.055169],[14.316157,51.055734],[14.326797,51.049418],[14.335149,51.039713],[14.345261,51.0391],[14.350328,51.022636],[14.334704,51.007149],[14.321762,51.004225]]]}",545708,Lobendava,278
"{""type"":""Polygon"",""coordinates"":[[[17.265022,49.395148],[17.271278,49.398708],[17.269796,49.407609],[17.283634,49.410261],[17.307188,49.396618],[17.328698,49.410698],[17.321493,49.400467],[17.310859,49.39453],[17.320741,49.387574],[17.298062,49.380741],[17.27869,49.389463],[17.265022,49.395148]]]}",515191,Lobodice,739
"{""type"":""Polygon"",""coordinates"":[[[14.523586,48.798707],[14.530389,48.805377],[14.521015,48.811203],[14.519549,48.820881],[14.509566,48.838573],[14.520576,48.843737],[14.530568,48.843793],[14.53948,48.837957],[14.546225,48.842851],[14.552324,48.829901],[14.557826,48.828386],[14.55959,48.81937],[14.572939,48.819242],[14.586039,48.822896],[14.587098,48.813084],[14.580525,48.812021],[14.567849,48.802745],[14.554621,48.799992],[14.523586,48.798707]]]}",544809,Ločenice,726
"{""type"":""Polygon"",""coordinates"":[[[14.18418,50.011279],[14.178234,50.00266],[14.182871,49.997176],[14.170887,49.988628],[14.182839,49.990701],[14.176747,49.980495],[14.156325,49.976529],[14.14225,49.982337],[14.149659,49.984867],[14.143902,49.993451],[14.151951,49.999901],[14.159923,49.998915],[14.18418,50.011279]]]}",531464,Loděnice (BE),1 991
"{""type"":""Polygon"",""coordinates"":[[[16.463631,49.024997],[16.476709,49.013284],[16.479757,49.007022],[16.469629,48.998328],[16.461483,48.993321],[16.434921,49.003645],[16.424199,49.011342],[16.453363,49.028975],[16.463631,49.024997]]]}",594377,Loděnice (BI),530
"{""type"":""Polygon"",""coordinates"":[[[14.937862,49.237719],[14.954694,49.238112],[14.950147,49.245737],[14.957259,49.250576],[14.975265,49.257674],[14.980319,49.24433],[14.980644,49.237137],[14.979219,49.230885],[14.988835,49.225644],[14.988806,49.216657],[14.982053,49.207001],[14.979713,49.196536],[14.971006,49.193808],[14.973691,49.184066],[14.964441,49.174831],[14.951488,49.186368],[14.925739,49.196065],[14.936593,49.203018],[14.939833,49.212495],[14.93488,49.221295],[14.927425,49.222323],[14.93741,49.231451],[14.937862,49.237719]]]}",546666,Lodhéřov,655
"{""type"":""Polygon"",""coordinates"":[[[15.577532,50.270025],[15.5693,50.27913],[15.580255,50.276069],[15.607291,50.276697],[15.613266,50.280645],[15.617583,50.273662],[15.626929,50.273973],[15.624634,50.268207],[15.632596,50.266176],[15.627208,50.257668],[15.613957,50.259432],[15.606503,50.254149],[15.577544,50.264407],[15.577532,50.270025]]]}",570303,Lodín,418
"{""type"":""Polygon"",""coordinates"":[[[15.802977,50.269177],[15.79941,50.278144],[15.811978,50.28289],[15.819497,50.294351],[15.84677,50.276998],[15.837422,50.275626],[15.836104,50.266435],[15.833485,50.262259],[15.829856,50.266446],[15.802977,50.269177]]]}",570311,Lochenice,608
"{""type"":""Polygon"",""coordinates"":[[[13.06653,49.684688],[13.070062,49.690848],[13.09136,49.692695],[13.115608,49.684301],[13.109722,49.680982],[13.114393,49.674583],[13.088964,49.666387],[13.089739,49.658609],[13.074768,49.665034],[13.065237,49.664153],[13.056407,49.667725],[13.047182,49.677475],[13.050144,49.683666],[13.06246,49.680628],[13.06653,49.684688]]]}",566462,Lochousice,116
"{""type"":""Polygon"",""coordinates"":[[[14.003983,49.847519],[13.97844,49.839718],[13.971211,49.83534],[13.974377,49.828082],[13.964698,49.813147],[13.96574,49.823617],[13.96105,49.835607],[13.950937,49.833469],[13.944063,49.842524],[13.945734,49.849481],[13.95048,49.859796],[13.954777,49.865608],[13.968469,49.871418],[13.980597,49.870366],[14.000593,49.857867],[14.010008,49.851457],[14.003983,49.847519]]]}",531472,Lochovice,1 286
"{""type"":""MultiPolygon"",""coordinates"":[[[[15.136203,49.668518],[15.141397,49.651192],[15.144672,49.651232],[15.145114,49.639884],[15.134613,49.636344],[15.14163,49.627824],[15.125114,49.630838],[15.118283,49.64183],[15.098451,49.642222],[15.090153,49.651403],[15.088967,49.661101],[15.086795,49.662716],[15.095055,49.667389],[15.093526,49.674853],[15.100254,49.684299],[15.101403,49.680274],[15.115063,49.675746],[15.113094,49.671017],[15.122805,49.662277],[15.136203,49.668518]]],[[[15.177646,49.69648],[15.182614,49.680687],[15.181529,49.673201],[15.166254,49.667244],[15.149435,49.67639],[15.146348,49.681212],[15.135903,49.682209],[15.137001,49.695048],[15.120305,49.697582],[15.118422,49.705906],[15.124035,49.70754],[15.135344,49.705809],[15.166407,49.705691],[15.153657,49.706078],[15.153181,49.700962],[15.166695,49.69541],[15.177646,49.69648]]]]}",530093,Loket (BN),580
"{""type"":""Polygon"",""coordinates"":[[[12.821002,50.195709],[12.841258,50.186476],[12.83943,50.183765],[12.827311,50.176236],[12.81691,50.174879],[12.799179,50.170653],[12.780759,50.17003],[12.772498,50.158182],[12.77583,50.154217],[12.760747,50.145179],[12.751199,50.14593],[12.746261,50.153293],[12.729555,50.147381],[12.73947,50.157345],[12.726072,50.166008],[12.740031,50.173352],[12.734276,50.178319],[12.735104,50.187942],[12.727985,50.190687],[12.736396,50.198197],[12.7456,50.197039],[12.762353,50.201848],[12.770451,50.202639],[12.788584,50.193509],[12.78853,50.186251],[12.79899,50.195853],[12.815789,50.192773],[12.821002,50.195709]]]}",560537,Loket (SO),3 075
"{""type"":""Polygon"",""coordinates"":[[[13.597645,50.645661],[13.615112,50.653321],[13.634019,50.65019],[13.64556,50.643201],[13.662608,50.617744],[13.65682,50.610863],[13.660676,50.605296],[13.675819,50.601261],[13.681027,50.596398],[13.669794,50.588643],[13.673068,50.583611],[13.668148,50.576302],[13.64581,50.59256],[13.641498,50.600304],[13.641892,50.611498],[13.629604,50.615369],[13.626653,50.624979],[13.614155,50.637668],[13.597645,50.645661]]]}",567264,Lom (MO),3 695
"{""type"":""Polygon"",""coordinates"":[[[13.983356,49.405387],[13.978346,49.405829],[13.967583,49.404167],[13.973788,49.414424],[13.966674,49.419413],[13.970662,49.435993],[13.972207,49.437217],[13.996102,49.429873],[13.986348,49.425454],[13.996694,49.413439],[14.006119,49.408098],[14.000444,49.404965],[13.988693,49.408652],[13.983356,49.405387]]]}",536822,Lom (ST),120
"{""type"":""Polygon"",""coordinates"":[[[14.610008,49.367612],[14.639279,49.370287],[14.653356,49.367824],[14.643465,49.353514],[14.630916,49.357991],[14.612968,49.358087],[14.610008,49.367612]]]}",563587,Lom (TA),179
"{""type"":""Polygon"",""coordinates"":[[[12.667928,49.831822],[12.683279,49.828478],[12.703604,49.833243],[12.721467,49.821632],[12.720857,49.815807],[12.70411,49.81692],[12.709462,49.805102],[12.688369,49.809031],[12.679955,49.815276],[12.669736,49.809235],[12.660853,49.817441],[12.667928,49.831822]]]}",541702,Lom u Tachova,460
"{""type"":""Polygon"",""coordinates"":[[[13.244641,49.376393],[13.254667,49.383433],[13.259083,49.376185],[13.27801,49.378609],[13.28196,49.36649],[13.264622,49.362155],[13.256203,49.364931],[13.254773,49.372113],[13.244641,49.376393]]]}",578070,Lomec,133
"{""type"":""Polygon"",""coordinates"":[[[16.413833,49.373915],[16.398182,49.384409],[16.376096,49.391009],[16.380827,49.39965],[16.378555,49.406817],[16.383966,49.414641],[16.404199,49.426968],[16.407527,49.423335],[16.425976,49.422299],[16.427198,49.421751],[16.423576,49.416321],[16.43247,49.403919],[16.427768,49.389284],[16.4241,49.392937],[16.415141,49.388055],[16.426002,49.382028],[16.417757,49.381095],[16.413833,49.373915]]]}",581976,Lomnice (BI),1 457
"{""type"":""Polygon"",""coordinates"":[[[17.450785,49.874479],[17.441154,49.867006],[17.41212,49.852119],[17.395349,49.852471],[17.401107,49.860675],[17.389219,49.870587],[17.391628,49.887388],[17.399561,49.889063],[17.406066,49.901813],[17.421735,49.904635],[17.428292,49.914754],[17.422309,49.920431],[17.449872,49.918554],[17.452715,49.925313],[17.46761,49.927919],[17.467322,49.927683],[17.468683,49.920546],[17.463849,49.90705],[17.458562,49.903883],[17.461305,49.895426],[17.457682,49.881071],[17.450785,49.874479]]]}",597589,Lomnice (BR),515
"{""type"":""Polygon"",""coordinates"":[[[12.653449,50.199037],[12.632338,50.197685],[12.61851,50.202372],[12.615809,50.206819],[12.597787,50.212322],[12.590195,50.220358],[12.579953,50.218027],[12.585767,50.22463],[12.609035,50.232201],[12.628742,50.230147],[12.645896,50.22213],[12.656725,50.227239],[12.658931,50.221822],[12.667479,50.205372],[12.653449,50.199037]]]}",560545,Lomnice (SO),1 345
"{""type"":""Polygon"",""coordinates"":[[[14.751019,49.089496],[14.740996,49.087606],[14.738935,49.077209],[14.731984,49.067194],[14.743298,49.059678],[14.73889,49.053483],[14.726948,49.04318],[14.711669,49.055214],[14.699873,49.060609],[14.702175,49.079643],[14.687719,49.077003],[14.68736,49.083897],[14.696689,49.088863],[14.69913,49.101988],[14.70631,49.099758],[14.709831,49.107509],[14.716025,49.110473],[14.723603,49.108935],[14.721654,49.102663],[14.738475,49.103174],[14.738092,49.117921],[14.741043,49.117928],[14.740472,49.102522],[14.746664,49.0997],[14.751019,49.089496]]]}",546674,Lomnice nad Lužnicí,1 782
"{""type"":""Polygon"",""coordinates"":[[[15.344623,50.503418],[15.338871,50.512378],[15.328863,50.515494],[15.315892,50.527098],[15.322232,50.532166],[15.312409,50.539632],[15.329113,50.539381],[15.32219,50.547284],[15.330578,50.544854],[15.334045,50.552254],[15.348339,50.542596],[15.358657,50.545098],[15.371192,50.555956],[15.374439,50.564843],[15.386801,50.559506],[15.397671,50.547457],[15.398263,50.542432],[15.390936,50.532205],[15.384495,50.515687],[15.393632,50.511549],[15.393935,50.506346],[15.394323,50.500807],[15.384289,50.505295],[15.379573,50.508639],[15.370967,50.502643],[15.36995,50.495533],[15.359028,50.501424],[15.344623,50.503418]]]}",577308,Lomnice nad Popelkou,5 554
"{""type"":""Polygon"",""coordinates"":[[[16.426002,49.382028],[16.43108,49.377709],[16.440445,49.383606],[16.454457,49.384573],[16.457067,49.375685],[16.451031,49.366235],[16.439182,49.363335],[16.444696,49.359177],[16.423575,49.365093],[16.407625,49.360015],[16.409985,49.36633],[16.400555,49.367165],[16.399869,49.370562],[16.413833,49.373915],[16.417757,49.381095],[16.426002,49.382028]]]}",583316,Lomnička,538
"{""type"":""Polygon"",""coordinates"":[[[15.603124,49.086567],[15.614542,49.082812],[15.617456,49.076447],[15.628326,49.071205],[15.636965,49.068644],[15.618112,49.054746],[15.604562,49.054131],[15.596985,49.054835],[15.583144,49.057868],[15.577616,49.073036],[15.577519,49.073659],[15.58993,49.072251],[15.597799,49.076532],[15.589987,49.084548],[15.603124,49.086567]]]}",587605,Lomy,126
"{""type"":""Polygon"",""coordinates"":[[[17.793258,48.954337],[17.794772,48.953271],[17.807759,48.943695],[17.823363,48.939361],[17.815974,48.933608],[17.817168,48.927694],[17.816013,48.925735],[17.78131,48.925276],[17.782657,48.916691],[17.777511,48.913712],[17.777954,48.922886],[17.771897,48.928839],[17.763934,48.927997],[17.744522,48.934832],[17.758053,48.950726],[17.769759,48.9503],[17.785808,48.948761],[17.793258,48.954337]]]}",592340,Lopeník,229
"{""type"":""Polygon"",""coordinates"":[[[13.45975,49.659395],[13.459597,49.658771],[13.444498,49.655682],[13.43676,49.659087],[13.423876,49.658309],[13.42669,49.677715],[13.448009,49.684509],[13.448363,49.676266],[13.468338,49.673112],[13.467975,49.669997],[13.45975,49.659395]]]}",558001,Losiná,1 360
"{""type"":""Polygon"",""coordinates"":[[[15.139106,49.983848],[15.125481,49.984577],[15.125268,49.977493],[15.114914,49.981307],[15.112196,49.984384],[15.115626,49.998712],[15.102218,50.001669],[15.107972,50.007471],[15.110363,50.01139],[15.132357,50.011273],[15.137505,49.999539],[15.144541,49.995069],[15.139106,49.983848]]]}",533505,Lošany,309
"{""type"":""Polygon"",""coordinates"":[[[16.89618,49.724708],[16.896086,49.729612],[16.906334,49.737173],[16.88852,49.740945],[16.893853,49.747956],[16.879484,49.750685],[16.900676,49.755016],[16.926016,49.761779],[16.952696,49.740145],[16.933429,49.729299],[16.915105,49.723229],[16.899707,49.728001],[16.89618,49.724708]]]}",540196,Loštice,2 970
"{""type"":""Polygon"",""coordinates"":[[[14.211216,50.335233],[14.21584,50.340039],[14.240702,50.333633],[14.247709,50.328512],[14.239201,50.326788],[14.209906,50.330824],[14.211216,50.335233]]]}",535095,Loucká,137
"{""type"":""Polygon"",""coordinates"":[[[17.087862,49.613336],[17.114188,49.608531],[17.126569,49.614239],[17.134005,49.609723],[17.132137,49.604948],[17.107161,49.604622],[17.104285,49.59442],[17.098405,49.590838],[17.096554,49.591001],[17.089975,49.591266],[17.076307,49.601423],[17.078105,49.606251],[17.089683,49.606147],[17.087862,49.613336]]]}",552232,Loučany,647
"{""type"":""Polygon"",""coordinates"":[[[15.024468,50.253659],[15.015681,50.259966],[15.007124,50.258061],[14.995161,50.264954],[14.989746,50.273493],[14.998804,50.279125],[14.994287,50.287746],[15.004907,50.294987],[14.99622,50.302039],[15.003358,50.29946],[15.013244,50.30487],[15.022884,50.303373],[15.032811,50.307592],[15.045893,50.306412],[15.036756,50.304006],[15.046742,50.292381],[15.059901,50.293503],[15.064354,50.281179],[15.073316,50.27417],[15.069365,50.275118],[15.031096,50.268513],[15.031894,50.258955],[15.026783,50.252778],[15.024468,50.253659]]]}",537446,Loučeň,1 368
"{""type"":""Polygon"",""coordinates"":[[[13.096059,49.363917],[13.101751,49.377099],[13.112516,49.385371],[13.121381,49.378128],[13.132469,49.379612],[13.126059,49.368643],[13.114633,49.361844],[13.114597,49.35638],[13.096059,49.363917]]]}",553867,Loučim,130
"{""type"":""Polygon"",""coordinates"":[[[17.010755,49.668366],[17.00702,49.664182],[17.02789,49.659131],[17.024842,49.650261],[16.99522,49.653592],[16.970789,49.649098],[16.97483,49.656202],[16.963101,49.664536],[16.964322,49.668033],[16.992998,49.663653],[17.000244,49.672124],[17.010755,49.668366]]]}",552038,Loučka (OC),200
"{""type"":""MultiPolygon"",""coordinates"":[[[[17.845556,49.436897],[17.842943,49.43122],[17.831614,49.424634],[17.815347,49.427712],[17.817805,49.438394],[17.83403,49.449274],[17.835354,49.454718],[17.840192,49.456141],[17.842006,49.449992],[17.855988,49.447663],[17.856639,49.44277],[17.845377,49.441064],[17.845556,49.436897]]],[[[17.880836,49.421556],[17.870969,49.418966],[17.872273,49.414415],[17.862742,49.40788],[17.858912,49.405509],[17.855881,49.417654],[17.865836,49.424798],[17.880836,49.421556]]]]}",544418,Loučka (VS),800
